name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv3214	gpm2		612	3591645	3592257	+	phosphoglycerate mutase	chr	GO:0004619	EC:5.4.2.1	KEGG:00010	PWY:ENTBACSYN-PWY	COG:G	PF00300.14	gpm2-entC
Rv3215	entC		1119	3592253	3593372	+	isochorismate synthase	chr	GO:0008909	EC:5.4.4.2	KEGG:00130,KEGG:01053	PWY:MENAQUINONESYN-PWY,PWY:ENTBACSYN-PWY	COG:Q,COG:H	PF00425.10	gpm2-entC
Rv3216			333	3593519	3593852	+	acetyltransferase	chr						PF00583.16	Rv3216-Rv3216
Rv3217c		Rv3217	432	3593803	3594235	-	conserved membrane protein	chr							Rv3217c-Rv3217c
Rv3218			966	3594467	3595433	+	conserved hypothetical protein	chr					COG:I,COG:R	PF00781.16	Rv3218-Rv3218
Rv3219	whiB1		255	3595712	3595967	+	transcriptional regulator whib-like	chr						PF02467.8	
Rv3220c		Rv3220	1506	3596028	3597534	-	two component system sensor kinase	chr					COG:T	PF02518.18,PF07568.4,PF08448.2	Rv3220c-TB7.3
Rv3221A			306	3598050	3598356	-	anti-sigma factor	chr							Rv3221A-Rv3221A
Rv3221c	TB7.3	Rv3221	216	3597550	3597766	-	biotinylated protein	chr					COG:I	PF00364.14	Rv3220c-TB7.3
Rv3222c		Rv3222	552	3598352	3598904	-	conserved hypothetical protein	chr							Rv3222c-sigH
Rv3223c	sigH	Rv3223	651	3598900	3599551	-	alternative RNA polymerase sigma factor	chr					COG:K	PF04542.6,PF04545.8,PF08281.4	Rv3222c-sigH
Rv3224			849	3599850	3600699	+	iron-regulated short-chain dehydrogenase/reductase	chr					COG:I,COG:R,COG:Q	PF00106.17	Rv3224-Rv3224B
Rv3224A			189	3600634	3600823	+	conserved hypothetical protein	chr							Rv3224-Rv3224B
Rv3224B			219	3600800	3601019	+	conserved hypothetical protein	chr					COG:S		Rv3224-Rv3224B
Rv3225c		Rv3225	1425	3601015	3602440	-	transferase	chr					COG:J,COG:R	PF00583.16,PF01636.15	Rv3225c-Rv3225c
Rv3226c		Rv3226	759	3602563	3603322	-	conserved hypothetical protein	chr					COG:S	PF02586.6	Rv3226c-Rv3226c
Rv3227	aroA		1353	3603376	3604729	+	3-phosphoshikimate 1-carboxyvinyltransferase	chr	GO:0003866	EC:2.5.1.19	KEGG:00400	PWY:ARO-PWY	COG:E	PF00275.12	aroA-Rv3228
Rv3228			993	3604725	3605718	+	conserved hypothetical protein	chr					COG:R	PF03193.8	aroA-Rv3228
Rv3229c		Rv3229	1284	3605750	3607034	-	linoleoyl-CoA desaturase	chr					COG:I	PF00487.16	Rv3229c-Rv3229c
Rv3230c		Rv3230	1143	3607111	3608254	-	oxidoreductase	chr	GO:0016491,GO:0006118,GO:0005506,GO:0009055				COG:C	PF00111.19,PF00175.13,PF00970.16	Rv3230c-Rv3230c
Rv3231c		Rv3231	510	3608363	3608873	-	conserved hypothetical protein	chr							Rv3231c-Rv3234c
Rv3232c	pvdS	Rv3232	888	3608869	3609757	-	transcriptional regulator	chr		EC:2.-.-.-	KEGG:01031,KEGG:00540			PF03976.6	Rv3231c-Rv3234c
Rv3233c		Rv3233	591	3609780	3610371	-	conserved hypothetical protein	chr							Rv3231c-Rv3234c
Rv3234c		Rv3234	816	3610373	3611189	-	conserved hypothetical protein	chr						PF03007.8	Rv3231c-Rv3234c
Rv3235			642	3611299	3611941	+	hypothetical alanine, arginine and proline rich protein	chr							Rv3235-Rv3235
Rv3236c		Rv3236	1158	3611958	3613116	-	conserved membrane transport protein	chr					COG:P	PF00999.13	Rv3236c-Rv3237c
Rv3237c		Rv3237	483	3613120	3613603	-	conserved hypothetical protein	chr					COG:P	PF02080.13	Rv3236c-Rv3237c
Rv3238c		Rv3238	735	3613663	3614398	-	conserved membrane protein	chr					COG:O		Rv3238c-Rv3238c
Rv3239c		Rv3239	3147	3614456	3617603	-	conserved membrane transport protein	chr					COG:T,COG:R	PF00027.21,PF01734.14,PF07690.8	Rv3239c-Rv3239c
Rv3240c	secA1	Rv3240	2850	3617681	3620531	-	preprotein translocase	chr	GO:0016020,GO:0003676,GO:0017038,GO:0004386,GO:0005524,GO:0005515				COG:U	PF01043.12,PF07516.5,PF07517.6	secA1-secA1
Rv3241c		Rv3241	645	3620609	3621254	-	conserved hypothetical protein	chr					COG:J	PF02482.11	Rv3241c-Rv3241c
Rv3242c		Rv3242	642	3621569	3622211	-	conserved hypothetical protein	chr					COG:R		Rv3242c-Rv3243c
Rv3243c		Rv3243	843	3622248	3623091	-	hypothetical protein	chr							Rv3242c-Rv3243c
Rv3244c	lpqB	Rv3244	1752	3623158	3624910	-	lipoprotein	chr							lpqB-mtrB
Rv3245c	mtrB	Rv3245	1704	3624909	3626613	-	two component system sensor histidine kinase	chr					COG:T	PF00512.17,PF00672.17,PF02518.18	lpqB-mtrB
Rv3246c	mtrA	Rv3246	687	3626662	3627349	-	two component system transcriptional regulator	chr					COG:K,COG:T	PF00072.16,PF00486.20	mtrA-mtrA
Rv3247c	tmk	Rv3247	645	3627418	3628063	-	thymidylate kinase	chr					COG:F	PF02223.9	tmk-tmk
Rv3248c	sahH	Rv3248	1488	3628159	3629647	-	adenosylhomocysteinase	chr	GO:0004013	EC:3.3.1.1	KEGG:00271,KEGG:00450	PWY:ADENOSYLHOMOCYSCAT-PWY,PWY:METHIONINE-DEG1-PWY	COG:H	PF00670.13,PF02254.10,PF02826.11,PF05221.9	sahH-sahH
Rv3249c		Rv3249	636	3629751	3630387	-	transcriptional regulator, tetR-family	chr					COG:K	PF00440.15	Rv3249c-alkB
Rv3250c	rubB	Rv3250	183	3630383	3630566	-	rubredoxin	chr					COG:C	PF00301.12	Rv3249c-alkB
Rv3251c	rubA	Rv3251	168	3630570	3630738	-	rubredoxin	chr					COG:C	PF00301.12	Rv3249c-alkB
Rv3252c	alkB	Rv3252	1251	3630737	3631988	-	transmembrane alkane 1-monooxygenase	chr	GO:0018685	EC:1.14.15.3	KEGG:03320,KEGG:00590,KEGG:00071	PWY:P221-PWY		PF00487.16	Rv3249c-alkB
Rv3253c		Rv3253	1488	3632096	3633584	-	cationic amino acid transport membrane protein	chr					COG:E	PF00324.13	Rv3253c-Rv3253c
Rv3254			1389	3633674	3635063	+	conserved hypothetical protein	chr					COG:H,COG:C		Rv3254-Rv3254
Rv3255c	manA	Rv3255	1227	3635040	3636267	-	mannose-6-phosphate isomerase	chr	GO:0004476	EC:5.3.1.8	KEGG:00051	PWY:GDPRHAMSYN-PWY,PWY:MANNCAT-PWY,PWY:MANGDPMET-PWY,PWY:COLANSYN-PWY	COG:G	PF01238.13	manA-pmmA
Rv3256c		Rv3256	1041	3636274	3637315	-	conserved hypothetical protein	chr							manA-pmmA
Rv3257c	pmmA	Rv3257	1398	3637311	3638709	-	phosphomannomutase	chr	GO:0004615	EC:5.4.2.8	KEGG:00051	PWY:GDPRHAMSYN-PWY,PWY:MANGDPMET-PWY,PWY:COLANSYN-PWY	COG:G	PF00408.12,PF02878.8,PF02879.8,PF02880.8	manA-pmmA
Rv3258c		Rv3258	492	3638810	3639302	-	conserved hypothetical protein	chr							Rv3258c-Rv3258c
Rv3259			420	3639424	3639844	+	conserved hypothetical protein	chr							Rv3259-Rv3259
Rv3260c	whiB2	Rv3260	270	3639871	3640141	-	transcriptional regulator whib-like	chr						PF02467.8	whiB2-whiB2
Rv3261	fbiA		996	3640542	3641538	+	F420 biosynthesis protein	chr						PF01933.10	fbiA-fbiB
Rv3262	fbiB		1347	3641534	3642881	+	F420 biosynthesis protein	chr					COG:C	PF00881.16,PF01996.8	fbiA-fbiB
Rv3263			1662	3643176	3644838	+	DNA methylase	chr					COG:L		Rv3263-Rv3263
Rv3264c	manB	Rv3264	1080	3644897	3645977	-	D-alpha-D-mannose-1-phosphate guanylyltransferase	chr	GO:0009058,GO:0016779				COG:J,COG:M	PF00132.16,PF00483.15	manB-rmlD
Rv3265c	wbbL1	Rv3265	906	3645978	3646884	-	dTDP-rha:a-D-glcnac-diphosphoryl polyprenol, a-3-L-rhamnosyl transferase	chr					COG:R	PF00535.18	manB-rmlD
Rv3266c	rmlD	Rv3266	915	3646894	3647809	-	dTDP-6-deoxy-L-lyxo-4-hexulose reductase	chr	GO:0008831	EC:1.1.1.133	KEGG:00520,KEGG:00521,KEGG:00523	PWY:DTDPRHAMSYN-PWY	COG:M	PF01073.11,PF01370.13,PF02719.7,PF04321.9,PF07993.4	manB-rmlD
Rv3267			1497	3647884	3649381	+	conserved hypothetical protein	chr					COG:K	PF03816.6	Rv3267-Rv3268
Rv3268			690	3649419	3650109	+	conserved hypothetical protein	chr					COG:I		Rv3267-Rv3268
Rv3269			282	3650233	3650515	+	conserved hypothetical protein	chr						PF07371.4	Rv3269-ctpC
Rv3270	ctpC		2157	3650525	3652682	+	metal cation transporting P-type ATPase	chr					COG:P	PF00122.12,PF00702.18	Rv3269-ctpC
Rv3271c		Rv3271	669	3652678	3653347	-	conserved membrane protein	chr							Rv3271c-Rv3271c
Rv3272			1185	3653447	3654632	+	conserved hypothetical protein	chr					COG:C	PF02515.9	Rv3272-Rv3273
Rv3273			2295	3654636	3656931	+	transmembrane carbonic anhydrase	chr	GO:0004089	EC:4.2.1.1	KEGG:00910		COG:P	PF00484.11,PF00860.12,PF00916.12	Rv3272-Rv3273
Rv3274c	fadE25	Rv3274	1170	3656919	3658089	-	acyl-CoA dehydrogenase	chr	GO:0004085	EC:1.3.99.2	KEGG:00650,KEGG:00280,KEGG:00071	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8,PF08028.3	fadE25-purK
Rv3275c	purE	Rv3275	525	3658113	3658638	-	phosphoribosylaminoimidazole carboxylase catalytic subunit	chr	GO:0004638	EC:4.1.1.21	KEGG:00230		COG:F	PF00731.12	fadE25-purK
Rv3276c	purK	Rv3276	1290	3658634	3659924	-	phosphoribosylaminoimidazole carboxylase ATPase subunit	chr	GO:0004638	EC:4.1.1.21	KEGG:00230		COG:F	PF01071.11,PF02222.14,PF08442.2,PF08443.3	fadE25-purK
Rv3277			819	3659877	3660696	+	conserved membrane protein	chr					COG:S	PF04138.6	Rv3277-Rv3277
Rv3278c		Rv3278	519	3660650	3661169	-	conserved membrane protein	chr						PF03703.6	Rv3278c-Rv3278c
Rv3279c	birA	Rv3279	801	3661211	3662012	-	bifunctional biotin biosynthesis protein	chr	GO:0004077	EC:6.3.4.15	KEGG:00780	PWY:FASYN-INITIAL-PWY	COG:H	PF02237.9,PF03099.11	birA-birA
Rv3280	accD5		1647	3662061	3663708	+	propionyl-CoA carboxylase beta chain 5	chr	GO:0004485	EC:6.4.1.4	KEGG:00280		COG:I	PF01039.14	accD5-maf
Rv3281			534	3663688	3664222	+	conserved hypothetical protein	chr							accD5-maf
Rv3282	maf		669	3664218	3664887	+	conserved hypothetical protein	chr					COG:D	PF02545.6	accD5-maf
Rv3283	sseA		894	3664927	3665821	+	thiosulfate sulfurtransferase	chr		EC:2.8.1.1			COG:P	PF00581.12	sseA-Rv3284
Rv3284			432	3665817	3666249	+	conserved hypothetical protein	chr					COG:R	PF02657.7	sseA-Rv3284
Rv3285	accA3		1803	3666356	3668159	+	bifunctional acetyl-/propionyl-coenzyme A carboxylase alpha chain	chr		EC:6.3.4.14	KEGG:00061	PWY:FASYN-INITIAL-PWY	COG:I	PF00289.14,PF00364.14,PF02222.14,PF02785.11,PF02786.9	accA3-accA3
Rv3286c	sigF	Rv3286	786	3668168	3668954	-	RNA polymerase sigma factor	chr	GO:0016987,GO:0003700,GO:0006352,GO:0003677				COG:K	PF04539.8,PF04542.6,PF04545.8,PF08281.4	sigF-rsbW
Rv3287c	rsbW	Rv3287	438	3668950	3669388	-	anti-sigma factor	chr					COG:T		sigF-rsbW
Rv3288c	usfY	Rv3288	414	3669585	3669999	-	hypothetical protein	chr							usfY-lat
Rv3289c		Rv3289	378	3670033	3670411	-	transmembrane protein	chr							usfY-lat
Rv3290c	lat	Rv3290	1350	3670444	3671794	-	L-lysine-epsilon aminotransferase	chr					COG:E	PF00202.13	usfY-lat
Rv3291c		Rv3291	453	3671844	3672297	-	transcriptional regulator, asnC-family	chr					COG:K	PF01037.13	Rv3291c-Rv3291c
Rv3292			1248	3672327	3673575	+	conserved hypothetical protein	chr					COG:S	PF07063.5	Rv3292-pcd
Rv3293	pcd		1485	3673601	3675086	+	piperideine-6-carboxilic acid dehydrogenase	chr	GO:0008911	EC:1.2.1.22	KEGG:00620		COG:C	PF00171.14	Rv3292-pcd
Rv3294c		Rv3294	810	3675185	3675995	-	conserved hypothetical protein	chr					COG:R		Rv3294c-Rv3294c
Rv3295			666	3676065	3676731	+	transcriptional regulator, tetR-family	chr					COG:K	PF00440.15	Rv3295-Rv3295
Rv3296	lhr		4542	3676774	3681316	+	ATP-dependent helicase	chr					COG:R	PF00270.21,PF00271.23,PF08494.3	lhr-nei
Rv3297	nei		768	3681319	3682087	+	endonuclease VIII	chr					COG:L	PF01149.16,PF06831.6	lhr-nei
Rv3298c	lpqC	Rv3298	915	3682109	3683024	-	esterase lipoprotein	chr					COG:Q		lpqC-phoY1
Rv3299c	atsB	Rv3299	2913	3683050	3685963	-	arylsulfatase	chr					COG:P	PF00884.15	lpqC-phoY1
Rv3300c		Rv3300	918	3685982	3686900	-	conserved hypothetical protein	chr	GO:0004730	EC:4.2.1.70	KEGG:00240		COG:J	PF00849.14	lpqC-phoY1
Rv3301c	phoY1	Rv3301	666	3686911	3687577	-	phosphate-transport system transcriptional regulator	chr					COG:P	PF01895.11	lpqC-phoY1
Rv3302c	glpD2	Rv3302	1758	3687684	3689442	-	glycerol-3-phosphate dehydrogenase	chr	GO:0004368	EC:1.1.99.5	KEGG:00564	PWY:ANARESPDON-PWY	COG:C	PF01266.16	glpD2-lpdA
Rv3303c	lpdA	Rv3303	1482	3689456	3690938	-	dihydrolipoamide dehydrogenase	chr	GO:0004148	EC:1.8.1.4	KEGG:00280,KEGG:00010,KEGG:00260,KEGG:00620,KEGG:00252,KEGG:00020	PWY:PYRUVDEHYD-PWY	COG:C	PF00070.19,PF01266.16,PF02852.14,PF07992.6	glpD2-lpdA
Rv3304			480	3691140	3691620	+	conserved hypothetical protein	chr							Rv3304-Rv3304
Rv3305c	amiA1	Rv3305	1170	3691638	3692808	-	N-acyl-L-amino acid amidohydrolase	chr					COG:R	PF01546.20	amiA1-amiB1
Rv3306c	amiB1	Rv3306	1185	3692804	3693989	-	amidohydrolase	chr					COG:R	PF01546.20,PF07687.6	amiA1-amiB1
Rv3307	deoD		807	3694053	3694860	+	purine nucleoside phosphorylase	chr	GO:0004731	EC:2.4.2.1	KEGG:00240,KEGG:00230,KEGG:00760		COG:F	PF00896.10	deoD-pmmB
Rv3308	pmmB		1605	3694863	3696468	+	phosphomannomutase	chr	GO:0004615	EC:5.4.2.8	KEGG:00051	PWY:GDPRHAMSYN-PWY,PWY:MANGDPMET-PWY,PWY:COLANSYN-PWY	COG:G	PF02878.8,PF02879.8,PF02880.8	deoD-pmmB
Rv3309c	upp	Rv3309	624	3696469	3697093	-	uracil phosphoribosyltransferase	chr	GO:0004845	EC:2.4.2.9	KEGG:00240	PWY:PWY0-163	COG:F	PF00156.19	upp-upp
Rv3310			900	3697197	3698097	+	acid phosphatase	chr						PF04185.6	Rv3310-Rv3311
Rv3311			1263	3698120	3699383	+	conserved hypothetical protein	chr							Rv3310-Rv3311
Rv3312A			312	3700704	3701016	-	secreted protein antigen	chr							Rv3312A-Rv3312A
Rv3312c		Rv3312	927	3699403	3700330	-	conserved hypothetical protein	chr					COG:R	PF00561.12	Rv3312c-Rv3312c
Rv3313c	add	Rv3313	1098	3701086	3702184	-	adenosine deaminase	chr	GO:0004000	EC:3.5.4.4	KEGG:00230	PWY:SALVADEHYPOX-PWY	COG:F	PF00962.14	add-cdd
Rv3314c	deoA	Rv3314	1284	3702183	3703467	-	thymidine phosphorylase	chr	GO:0009032	EC:2.4.2.4	KEGG:00240,KEGG:00230	PWY:PWY0-181,PWY:DRIBOPMET-PWY	COG:F	PF00591.13,PF02885.9,PF07831.5	add-cdd
Rv3315c	cdd	Rv3315	402	3703463	3703865	-	cytidine deaminase	chr	GO:0004126	EC:3.5.4.5	KEGG:00240	PWY:PWY0-163,PWY:PWY0-181,PWY:DRIBOPMET-PWY	COG:F	PF00383.14	add-cdd
Rv3316	sdhC		339	3704101	3704440	+	succinate dehydrogenase cytochrome B-556 subunit	chr	GO:0000104,GO:0006118,GO:0006099,GO:0016020			PWY:FERMENTATION-PWY,PWY:ANARESPACC-PWY,PWY:ANARESP1-PWY	COG:C	PF01127.14	sdhC-sdhD
Rv3317	sdhD		435	3704436	3704871	+	succinate dehydrogenase hydrophobic membrane anchor subunit	chr				PWY:FERMENTATION-PWY,PWY:ANARESPACC-PWY,PWY:ANARESP1-PWY	COG:C		sdhC-sdhD
Rv3318	sdhA		1773	3704999	3706772	+	succinate dehydrogenase flavoprotein subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:02020,KEGG:00720,KEGG:00020,KEGG:00190,KEGG:00632,KEGG:00650	PWY:FERMENTATION-PWY,PWY:ANARESPACC-PWY,PWY:ANARESP1-PWY	COG:C	PF00890.16,PF02910.12,PF07992.6	sdhA-sdhB
Rv3319	sdhB		792	3706771	3707563	+	succinate dehydrogenase iron-sulphur protein subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:00190,KEGG:00650,KEGG:00720,KEGG:02020,KEGG:00632,KEGG:00020	PWY:FERMENTATION-PWY,PWY:ANARESPACC-PWY,PWY:ANARESP1-PWY	COG:C		sdhA-sdhB
Rv3320c		Rv3320	429	3707641	3708070	-	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv3320c-Rv3321c
Rv3321c		Rv3321	243	3708073	3708316	-	conserved hypothetical protein	chr						PF01402.13	Rv3320c-Rv3321c
Rv3322c		Rv3322	615	3708437	3709052	-	methyltransferase	chr							Rv3322c-moaC
Rv3323c	moaX	Rv3323	666	3709048	3709714	-	moaD-moaE fusion protein	chr					COG:H	PF02391.9,PF02597.12	Rv3322c-moaC
Rv3324A			132	3710247	3710379	-	pterin-4-alpha-carbinolamine dehydratase moaB3	chr							
Rv3324c	moaC	Rv3324	534	3709714	3710248	-	molybdenum cofactor biosynthesis protein C 3 moaC3	chr						PF01967.13	Rv3322c-moaC
Rv3325			327	3710432	3710759	+	transposase	chr					COG:L	PF01527.12	Rv3325-Rv3326
Rv3326			939	3710755	3711694	+	transposase	chr					COG:L	PF00665.18	Rv3325-Rv3326
Rv3327			1713	3711748	3713461	+	transposase	chr					COG:L,COG:S	PF01548.9,PF02371.8	Rv3327-Rv3327
Rv3328c	sigJ	Rv3328	939	3713393	3714332	-	alternative RNA polymerase sigma factor	chr					COG:K	PF04542.6,PF04545.8,PF08281.4	sigJ-sigJ
Rv3329			1317	3714391	3715708	+	aminotransferase	chr					COG:H	PF00202.13	Rv3329-Rv3329
Rv3330	dacB1		1218	3715776	3716994	+	penicillin-binding protein	chr	GO:0009002	EC:3.4.16.4			COG:M	PF00768.12	dacB1-dacB1
Rv3331	sugI		1509	3717089	3718598	+	sugar-transport membrane protein	chr						PF00083.16,PF07690.8	sugI-nagA
Rv3332	nagA		1152	3718594	3719746	+	N-acetylglucosamine-6-phosphate deacetylase	chr	GO:0008448	EC:3.5.1.25	KEGG:00530	PWY:GLUAMCAT-PWY	COG:G	PF01979.12,PF07969.3	sugI-nagA
Rv3333c		Rv3333	846	3719936	3720782	-	hypothetical proline rich protein	chr						PF05305.6	Rv3333c-Rv3333c
Rv3334			441	3721256	3721697	+	transcriptional regulator, merR-family	chr					COG:K	PF00376.15,PF09278.3	Rv3334-Rv3334
Rv3335c		Rv3335	870	3721730	3722600	-	conserved membrane protein	chr					COG:S	PF03631.7	Rv3335c-trpS
Rv3336c	trpS	Rv3336	1011	3722620	3723631	-	tryptophanyl-tRNA synthetase	chr	GO:0004830	EC:6.1.1.2	KEGG:00380,KEGG:00970	PWY:TRNA-CHARGING-PWY	COG:J	PF00579.17	Rv3335c-trpS
Rv3337			387	3723655	3724042	+	conserved hypothetical protein	chr							Rv3337-Rv3338
Rv3338			645	3723903	3724548	+	conserved hypothetical protein	chr					COG:R		Rv3337-Rv3338
Rv3339c	icd1	Rv3339	1230	3724614	3725844	-	isocitrate dehydrogenase	chr	GO:0004450	EC:1.1.1.42	KEGG:00480,KEGG:00720,KEGG:00020	PWY:ANARESP1-PWY,PWY:TCA	COG:C	PF00180.12	icd1-icd1
Rv3340	metC		1350	3726126	3727476	+	O-acetylhomoserine sulfhydrylase	chr		EC:4.2.99.9,EC:4.2.99.10			COG:E	PF01053.12,PF01212.13	metC-Rv3342
Rv3341	metA		1140	3727487	3728627	+	homoserine O-acetyltransferase	chr	GO:0004414	EC:2.3.1.31	KEGG:00271,KEGG:00920	PWY:HSERMETANA-PWY	COG:E	PF00561.12	metC-Rv3342
Rv3342			732	3728623	3729355	+	methyltransferase/methylase	chr					COG:R,COG:Q	PF08241.4,PF08242.4	metC-Rv3342
Rv3343c	PPE54	Rv3343	7572	3729363	3736935	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE54-PPE54
Rv3344c	PE_PGRS49	Rv3344	1455	3736983	3738438	-	PE-PGRS family protein	chr							PE_PGRS49-PE_PGRS50
Rv3345c	PE_PGRS50	Rv3345	4617	3738157	3742774	-	PE-PGRS family protein	chr						PF00934.12,PF07054.3	PE_PGRS49-PE_PGRS50
Rv3346c		Rv3346	258	3743197	3743455	-	conserved hypothetical protein	chr							Rv3346c-Rv3346c
Rv3347c	PPE55	Rv3347	9474	3743710	3753184	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE55-PPE55
Rv3348			492	3753764	3754256	+	transposase	chr							Rv3348-Rv3348
Rv3349c		Rv3349	741	3754292	3755033	-	transposase	chr					COG:L		Rv3349c-Rv3349c
Rv3350c	PPE56	Rv3350	11151	3755951	3767102	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE56-PPE56
Rv3351c		Rv3351	795	3767345	3768140	-	conserved hypothetical protein	chr							Rv3351c-Rv3351c
Rv3352c		Rv3352	372	3768221	3768593	-	oxidoreductase	chr					COG:C		Rv3352c-Rv3352c
Rv3353c		Rv3353	261	3768735	3768996	-	conserved hypothetical protein	chr							Rv3353c-Rv3353c
Rv3354			390	3769110	3769500	+	conserved hypothetical protein	chr						PF05305.6	Rv3354-Rv3354
Rv3355c		Rv3355	294	3769513	3769807	-	conserved hypothetical protein	chr							Rv3355c-folD
Rv3356c	folD	Rv3356	846	3769803	3770649	-	bifunctional methylenetetrahydrofolate dehydrogenase	chr		EC:1.5.1.5,EC:3.5.4.9	KEGG:00670,KEGG:00630	PWY:1CMET2-PWY,PWY:FOLSYN-PWY,PWY:GLYCCAT-PWY,PWY:CODH-PWY	COG:H	PF00763.15,PF02882.11	Rv3355c-folD
Rv3357			276	3770772	3771048	+	conserved hypothetical protein	chr					COG:D	PF02604.11	Rv3357-Rv3358
Rv3358			258	3771044	3771302	+	conserved hypothetical protein	chr					COG:S	PF06769.5	Rv3357-Rv3358
Rv3359			1191	3771343	3772534	+	oxidoreductase	chr					COG:C	PF00724.12	Rv3359-Rv3359
Rv3360			369	3772650	3773019	+	conserved hypothetical protein	chr					COG:T	PF00498.18	Rv3360-Rv3360
Rv3361c		Rv3361	552	3773015	3773567	-	conserved hypothetical protein	chr					COG:S	PF00805.14	Rv3361c-Rv3365c
Rv3362c		Rv3362	582	3773573	3774155	-	ATP/GTP-binding protein	chr					COG:R	PF03029.9	Rv3361c-Rv3365c
Rv3363c		Rv3363	369	3774135	3774504	-	conserved hypothetical protein	chr						PF05331.3	Rv3361c-Rv3365c
Rv3364c		Rv3364	393	3774481	3774874	-	conserved hypothetical protein	chr					COG:R	PF03259.9	Rv3361c-Rv3365c
Rv3365c		Rv3365	2631	3774870	3777501	-	conserved hypothetical protein	chr					COG:T	PF00672.17,PF02518.18	Rv3361c-Rv3365c
Rv3366	spoU		465	3777736	3778201	+	tRNA/rRNA methylase	chr		EC:2.1.1.-	KEGG:00340,KEGG:00350,KEGG:00626,KEGG:00440,KEGG:00130,KEGG:00150,KEGG:00450,KEGG:00906,KEGG:03090,KEGG:00380		COG:J	PF00588.11	spoU-spoU
Rv3367	PE_PGRS51		1767	3778567	3780334	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS51-PE_PGRS51
Rv3368c		Rv3368	645	3780334	3780979	-	oxidoreductase	chr					COG:C	PF00881.16	Rv3368c-Rv3368c
Rv3369			435	3780977	3781412	+	conserved hypothetical protein	chr						PF01243.12	Rv3369-Rv3369
Rv3370c	dnaE2	Rv3370	3240	3781500	3784740	-	DNA polymerase III alpha chain	chr	GO:0003887	EC:2.7.7.7	KEGG:00240,KEGG:00230,KEGG:03030		COG:L	PF01336.17,PF02811.11,PF07733.4	dnaE2-dnaE2
Rv3371			1341	3784931	3786272	+	conserved hypothetical protein	chr						PF03007.8	Rv3371-Rv3371
Rv3372	otsB2		1176	3786313	3787489	+	trehalose-6-phosphate phosphatase	chr	GO:0004805	EC:3.1.3.12	KEGG:00500	PWY:TREHALOSESYN-PWY	COG:R,COG:G	PF02358.8	otsB2-otsB2
Rv3373	echA18		642	3787725	3788367	+	enoyl-CoA hydratase	chr		EC:4.2.1.17	KEGG:00650,KEGG:00380,KEGG:00930,KEGG:00071,KEGG:00632,KEGG:00280,KEGG:00062,KEGG:00903,KEGG:03320,KEGG:00310,KEGG:00640,KEGG:00410	PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY,PWY:VAL-DEG2-PWY,PWY:FAO-PWY,PWY:VALDEG-PWY	COG:I	PF00378.12	echA18-amiD
Rv3374	echA18.1		249	3788367	3788616	+	enoyl-CoA hydratase echA18_1	chr		EC:4.2.1.17	KEGG:03320,KEGG:00310,KEGG:00071,KEGG:00930,KEGG:00640,KEGG:00410,KEGG:00903,KEGG:00380,KEGG:00280,KEGG:00062,KEGG:00650,KEGG:00632	PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY,PWY:VAL-DEG2-PWY,PWY:FAO-PWY,PWY:VALDEG-PWY			echA18-amiD
Rv3375	amiD		1428	3788620	3790048	+	amidase	chr						PF01425.13	echA18-amiD
Rv3376			654	3790155	3790809	+	conserved hypothetical protein	chr					COG:R	PF00702.18	Rv3376-Rv3376
Rv3377c		Rv3377	1506	3790847	3792353	-	cyclase	chr					COG:I		Rv3377c-dxs2
Rv3378c		Rv3378	891	3792357	3793248	-	hypothetical protein	chr							Rv3377c-dxs2
Rv3379c	dxs2	Rv3379	1611	3793256	3794867	-	1-deoxy-D-xylulose 5-phosphate synthase	chr	GO:0008661	EC:2.2.1.7	KEGG:00100		COG:I,COG:H	PF02779.16,PF02780.12	Rv3377c-dxs2
Rv3380c		Rv3380	885	3795099	3795984	-	transposase	chr					COG:L	PF00665.18	Rv3380c-Rv3380c
Rv3381c		Rv3381	327	3796034	3796361	-	transposase	chr					COG:L	PF01527.12	Rv3381c-Rv3381c
Rv3382c	lytB1	Rv3382	990	3796447	3797437	-	lytB-related protein	chr	GO:0051745	EC:1.17.1.2	KEGG:00100			PF02401.10	lytB1-idsB
Rv3383c	idsB	Rv3383	1053	3797436	3798489	-	polyprenyl synthetase	chr		EC:2.5.1.1,EC:2.5.1.10	KEGG:00900,KEGG:00100	PWY:POLYISOPRENSYN-PWY	COG:H	PF00348.9	lytB1-idsB
Rv3384c		Rv3384	393	3799242	3799635	-	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv3384c-Rv3385c
