region	chromStart	chromEnd	type	strand	pre	post	description
1335	1915910	1915948	intergenic	\N	Rv1691	lprJ	\N
1336	1917932	1917939	intergenic	\N	tlyA	Rv1693	\N
1337	1919669	1919682	intergenic	\N	recN	ppnK	\N
1338	1921446	1921541	intergenic	\N	Rv1697	recN	\N
1339	1922723	1922744	intergenic	\N	Rv1698	Rv1697	\N
1340	1923689	1923828	intergenic	\N	pyrG	Rv1698	\N
1341	1927137	1927210	intergenic	\N	Rv1702c	Rv1701	\N
1342	1928575	1929130	intergenic	\N	Rv1703c	Rv1702c	\N
1343	1929721	1929785	intergenic	\N	cycA	Rv1703c	\N
1344	1931456	1931496	intergenic	\N	PPE22	cycA	\N
1345	1932654	1932693	intergenic	\N	PPE23	PPE22	\N
1346	1933878	1934481	intergenic	\N	Rv1706A	PPE23	\N
1347	1934649	1934881	intergenic	\N	Rv1707	Rv1706A	\N
1348	1936342	1936359	intergenic	\N	Rv1708	Rv1707	\N
1349	1941679	1941852	intergenic	\N	Rv1714	engA	\N
1350	1943573	1943575	intergenic	\N	Rv1716	fadB3	\N
1351	1944756	1944808	intergenic	\N	Rv1718	Rv1717	\N
1352	1945627	1945640	intergenic	\N	Rv1719	Rv1718	\N
1353	1946420	1946612	intergenic	\N	Rvnt21	Rv1719	\N
1354	1946686	1947029	intergenic	\N	Rv1720c	Rvnt21	\N
1355	1947643	1947860	intergenic	\N	Rv1722	Rv1721c	\N
1356	1950589	1950631	intergenic	\N	Rv1724c	Rv1723	\N
1357	1951751	1951851	intergenic	\N	Rv1726	Rv1725c	\N
1358	1953237	1953269	intergenic	\N	Rv1727	Rv1726	\N
1359	1953839	1953863	intergenic	\N	Rv1728c	Rv1727	\N
1360	1955569	1955691	intergenic	\N	Rv1730c	Rv1729c	\N
1361	1957245	1957676	intergenic	\N	gabD2	Rv1730c	\N
1362	1959233	1959242	intergenic	\N	Rv1732c	gabD2	\N
1363	1959791	1959854	intergenic	\N	Rv1733c	Rv1732c	\N
1364	1960487	1960773	intergenic	\N	Rv1734c	Rv1733c	\N
1365	1961016	1961290	intergenic	\N	Rv1735c	Rv1734c	\N
1366	1961788	1962227	intergenic	\N	narX	Rv1735c	\N
1367	1965370	1965656	intergenic	\N	Rv1738	narK2	\N
1368	1965941	1965954	intergenic	\N	Rv1739c	Rv1738	\N
1369	1967637	1967704	intergenic	\N	Rv1740	Rv1739c	\N
1370	1968165	1968172	intergenic	\N	Rv1742	Rv1741	\N
1371	1968910	1969003	intergenic	\N	pknE	Rv1742	\N
1372	1970704	1970988	intergenic	\N	Rv1744c	pknE	\N
1373	1971991	1972137	intergenic	\N	pknF	idi	\N
1374	1973568	1973629	intergenic	\N	Rv1747	pknF	\N
1375	1976227	1976599	intergenic	\N	Rv1748	Rv1747	\N
1376	1977885	1977968	intergenic	\N	fadD1	Rv1749c	\N
1377	1979567	1979620	intergenic	\N	Rv1751	fadD1	\N
1378	1981003	1981129	intergenic	\N	Rv1752	Rv1751	\N
1379	1981579	1981613	intergenic	\N	PPE24	Rv1752	\N
1380	1984775	1984978	intergenic	\N	Rv1754c	PPE24	\N
1381	1986670	1986853	intergenic	\N	plcD	Rv1754c	\N
1382	1987696	1987744	intergenic	\N	Rv1756c	plcD	\N
1383	1988629	1988679	intergenic	\N	Rv1757c	Rv1756c	\N
1384	1989006	1989041	intergenic	\N	cut1	Rv1757c	\N
1385	1989566	1989832	intergenic	\N	wag22	cut1	\N
1386	1992577	1993152	intergenic	\N	Rv1760	wag22	\N
1387	1994661	1994670	intergenic	\N	Rv1761c	Rv1760	\N
1388	1995842	1996151	intergenic	\N	Rv1763	Rv1762c	\N
1389	1996478	1996528	intergenic	\N	Rv1764	Rv1763	\N
1390	1997413	1997417	intergenic	\N	Rv1765c	Rv1764	\N
1391	1998515	1999141	intergenic	\N	Rv1765A	Rv1765c	\N
1392	1999357	1999736	intergenic	\N	Rv1766	Rv1765A	\N
1393	2000006	2000073	intergenic	\N	Rv1767	Rv1766	\N
1394	2000433	2000613	intergenic	\N	PE	Rv1767	\N
1395	2002470	2002625	intergenic	\N	Rv1769	PE	\N
1396	2003870	2003877	intergenic	\N	Rv1770	Rv1769	\N
1397	2006447	2006635	intergenic	\N	Rv1772	Rv1771	\N
1398	2006947	2007019	intergenic	\N	Rv1773c	Rv1772	\N
1399	2007766	2007831	intergenic	\N	Rv1774	Rv1773c	\N
1400	2009990	2009994	intergenic	\N	Rv1776c	Rv1775	\N
1401	2010555	2010655	intergenic	\N	cyp144	Rv1776c	\N
1402	2011960	2012080	intergenic	\N	Rv1778c	cyp144	\N
1403	2012530	2012685	intergenic	\N	Rv1779c	Rv1778c	\N
1404	2014479	2014698	intergenic	\N	Rv1780	Rv1779c	\N
1405	2015262	2015301	intergenic	\N	malQ	Rv1780	\N
1406	2017476	2017739	intergenic	\N	Rv1782	malQ	\N
1407	2020564	2020633	intergenic	\N	Rv1784	Rv1783	\N
1408	2023432	2023446	intergenic	\N	cyp143	Rv1784	\N
1409	2024628	2024827	intergenic	\N	Rv1786	cyp143	\N
1410	2025031	2025300	intergenic	\N	PPE25	Rv1786	\N
1411	2026398	2026476	intergenic	\N	PE18	PPE25	\N
1412	2026776	2026789	intergenic	\N	PPE26	PE18	\N
1413	2027971	2028424	intergenic	\N	PPE27	PPE26	\N
1414	2029477	2029903	intergenic	\N	PE19	PPE27	\N
1415	2030203	2030346	intergenic	\N	esxM	PE19	\N
1416	2030643	2030693	intergenic	\N	esxN	esxM	\N
1417	2030978	2031065	intergenic	\N	Rv1794	esxN	\N
1418	2031968	2032239	intergenic	\N	Rv1795	Rv1794	\N
1419	2038532	2039158	intergenic	\N	lppT	Rv1798	\N
1420	2039350	2039452	intergenic	\N	PPE28	lppT	\N
1421	2041420	2042000	intergenic	\N	PPE29	PPE28	\N
1422	2043272	2043383	intergenic	\N	PPE30	PPE29	\N
1423	2044775	2044922	intergenic	\N	PE	PPE30	\N
1424	2046842	2047022	intergenic	\N	Rv1804c	PE	\N
1425	2047349	2047686	intergenic	\N	Rv1805c	Rv1804c	\N
1426	2048034	2048071	intergenic	\N	PE20	Rv1805c	\N
1427	2048371	2048397	intergenic	\N	PPE31	PE20	\N
1428	2049597	2049920	intergenic	\N	PPE32	PPE31	\N
1429	2051150	2051281	intergenic	\N	PPE33	PPE32	\N
1430	2052688	2052932	intergenic	\N	Rv1810	PPE33	\N
1431	2053289	2053442	intergenic	\N	mgtC	Rv1810	\N
1432	2054147	2054156	intergenic	\N	Rv1812c	mgtC	\N
1433	2055359	2055680	intergenic	\N	Rv1813c	Rv1812c	\N
1434	2056112	2056520	intergenic	\N	erg3	Rv1813c	\N
1435	2057423	2057527	intergenic	\N	Rv1815	erg3	\N
1436	2058193	2058255	intergenic	\N	Rv1816	Rv1815	\N
1437	2058960	2059594	intergenic	\N	Rv1817	Rv1816	\N
1438	2061058	2061177	intergenic	\N	PE	Rv1817	\N
1439	2062674	2062808	intergenic	\N	Rv1819c	PE	\N
1440	2064728	2064798	intergenic	\N	ilvG	Rv1819c	\N
1441	2066442	2066456	intergenic	\N	secA2	ilvG	\N
1442	2068883	2069079	intergenic	\N	pgsA2	secA2	\N
1443	2070625	2070653	intergenic	\N	Rv1824	Rv1823	\N
1444	2071019	2071035	intergenic	\N	Rv1825	Rv1824	\N
1445	2071914	2071951	intergenic	\N	gcvH	Rv1825	\N
1446	2072356	2072595	intergenic	\N	cfp17	gcvH	\N
1447	2073824	2073942	intergenic	\N	Rv1829	Rv1828	\N
1448	2074437	2074840	intergenic	\N	Rv1830	Rv1829	\N
1449	2075518	2075570	intergenic	\N	Rv1831	Rv1830	\N
1450	2075828	2075876	intergenic	\N	gcvB	Rv1831	\N
1451	2078702	2078928	intergenic	\N	Rv1833c	gcvB	\N
1452	2079789	2079829	intergenic	\N	Rv1834	Rv1833c	\N
1453	2080696	2080700	intergenic	\N	Rv1835c	Rv1834	\N
1454	2082587	2082602	intergenic	\N	Rv1836c	Rv1835c	\N
1455	2084636	2084755	intergenic	\N	glcB	Rv1836c	\N
1456	2086981	2087256	intergenic	\N	Rv1838c	glcB	\N
1457	2087912	2087970	intergenic	\N	PE	Rv1839c	\N
1458	2089518	2089680	intergenic	\N	Rv1841c	PE	\N
1459	2092085	2092258	intergenic	\N	guaB1	Rv1842c	\N
1460	2093698	2093730	intergenic	\N	gnd1	guaB1	\N
1461	2095188	2095217	intergenic	\N	Rv1845c	gnd1	\N
1462	2096168	2096182	intergenic	\N	Rv1846c	Rv1845c	\N
1463	2096599	2096876	intergenic	\N	Rv1847	Rv1846c	\N
1464	2097299	2097347	intergenic	\N	ureA	Rv1847	\N
1465	2100329	2100339	intergenic	\N	ureG	ureF	\N
1466	2101014	2101021	intergenic	\N	ureD	ureG	\N
1467	2101648	2101650	intergenic	\N	ndh	ureD	\N
1468	2103042	2103183	promoter	-	Rv1855c	ndh	promoter_ndh
1469	2104107	2104145	intergenic	\N	Rv1856c	Rv1855c	\N
1470	2104823	2104984	intergenic	\N	modA	Rv1856c	\N
1471	2105770	2105772	intergenic	\N	modB	modA	\N
1472	2106567	2106573	intergenic	\N	modC	modB	\N
1473	2107683	2107735	intergenic	\N	apa	modC	\N
1474	2108713	2109164	intergenic	\N	Rv1861	apa	\N
1475	2109470	2109543	intergenic	\N	adhA	Rv1861	\N
1476	2110584	2110590	intergenic	\N	Rv1863c	adhA	\N
1477	2112966	2113139	intergenic	\N	Rv1866	Rv1865c	\N
1478	2115476	2115763	intergenic	\N	Rv1867	Rv1866	\N
1479	2117248	2117346	intergenic	\N	Rv1868	Rv1867	\N
1480	2119446	2119459	intergenic	\N	Rv1869c	Rv1868	\N
1481	2120695	2120794	intergenic	\N	Rv1870c	Rv1869c	\N
1482	2121430	2121494	intergenic	\N	Rv1871c	Rv1870c	\N
1483	2121884	2121906	intergenic	\N	lldD2	Rv1871c	\N
1484	2123151	2123173	intergenic	\N	Rv1873	lldD2	\N
1485	2123611	2123683	intergenic	\N	Rv1874	Rv1873	\N
1486	2124370	2124380	intergenic	\N	Rv1875	Rv1874	\N
1487	2124824	2125339	intergenic	\N	bfrA	Rv1875	\N
1488	2125819	2125903	intergenic	\N	Rv1877	bfrA	\N
1489	2127967	2128021	intergenic	\N	glnA3	Rv1877	\N
1490	2129374	2129376	intergenic	\N	Rv1879	glnA3	\N
1491	2130513	2130540	intergenic	\N	cyp140	Rv1879	\N
1492	2131857	2131906	intergenic	\N	lppE	cyp140	\N
1493	2132329	2132369	intergenic	\N	Rv1882c	lppE	\N
1494	2133203	2133230	intergenic	\N	Rv1883c	Rv1882c	\N
1495	2133692	2133730	intergenic	\N	rpfC	Rv1883c	\N
1496	2134261	2134272	intergenic	\N	Rv1885c	rpfC	\N
1497	2134872	2134889	intergenic	\N	fbpB	Rv1885c	\N
1498	2135867	2136257	intergenic	\N	Rv1887	fbpB	\N
1499	2137400	2137518	intergenic	\N	Rv1888c	Rv1887	\N
1500	2138079	2138443	intergenic	\N	Rv1888A	Rv1888c	\N
1501	2138617	2138660	intergenic	\N	Rv1889c	Rv1888A	\N
1502	2139017	2139075	intergenic	\N	Rv1890c	Rv1889c	\N
1503	2139687	2139740	intergenic	\N	Rv1891	Rv1890c	\N
1504	2140148	2140164	intergenic	\N	Rv1892	Rv1891	\N
1505	2140476	2140485	intergenic	\N	Rv1893	Rv1892	\N
1506	2140704	2140738	intergenic	\N	Rv1894c	Rv1893	\N
1507	2141869	2142520	intergenic	\N	Rv1895	Rv1894c	\N
1508	2144446	2144450	intergenic	\N	Rv1897c	Rv1896c	\N
1509	2144882	2144939	intergenic	\N	Rv1898	Rv1897c	\N
1510	2147633	2147661	intergenic	\N	cinA	lipJ	\N
1511	2148954	2149005	intergenic	\N	nanT	cinA	\N
1512	2150274	2150363	intergenic	\N	Rv1903	nanT	\N
1513	2150768	2150953	intergenic	\N	Rv1904	Rv1903	\N
1514	2151385	2151432	intergenic	\N	aao	Rv1904	\N
1515	2152395	2152424	intergenic	\N	Rv1906c	aao	\N
1516	2152895	2153234	intergenic	\N	Rv1907c	Rv1906c	\N
1517	2153882	2153888	intergenic	\N	katG	Rv1907c	\N
1518	2156111	2156148	intergenic	\N	furA	katG	\N
1519	2156601	2156705	intergenic	\N	Rv1910c	furA	\N
1520	2157299	2157381	intergenic	\N	lppC	Rv1910c	\N
1521	2157987	2158086	intergenic	\N	fadB5	lppC	\N
1522	2159091	2159190	intergenic	\N	Rv1913	fadB5	\N
1523	2160328	2160462	intergenic	\N	aceAa	Rv1914c	\N
1524	2162762	2162931	intergenic	\N	PPE34	aceAb	\N
1525	2167311	2167648	intergenic	\N	PPE35	PPE34	\N
1526	2170612	2171060	intergenic	\N	Rv1919c	PPE35	\N
1527	2171525	2171622	intergenic	\N	Rv1920	Rv1919c	\N
1528	2172486	2172523	intergenic	\N	lppF	Rv1920	\N
1529	2173795	2174066	intergenic	\N	Rv1922	lppF	\N
1530	2176513	2176549	intergenic	\N	Rv1924c	lipD	\N
1531	2176930	2177086	intergenic	\N	fadD31	Rv1924c	\N
1532	2178949	2178956	intergenic	\N	mpt63	fadD31	\N
1533	2179436	2179672	intergenic	\N	Rv1927	mpt63	\N
1534	2180446	2180449	intergenic	\N	Rv1928c	Rv1927	\N
1535	2181217	2181261	intergenic	\N	Rv1929c	Rv1928c	\N
1536	2181906	2181917	intergenic	\N	Rv1930c	Rv1929c	\N
1537	2182442	2182459	intergenic	\N	Rv1931c	Rv1930c	\N
1538	2183239	2183371	intergenic	\N	tpx	Rv1931c	\N
1539	2184957	2184958	intergenic	\N	fadE17	fadE18	\N
1540	2186188	2186202	intergenic	\N	echA13	fadE17	\N
1541	2187159	2187383	intergenic	\N	Rv1936	echA13	\N
1542	2188493	2188495	intergenic	\N	Rv1937	Rv1936	\N
1543	2191015	2191026	intergenic	\N	ephB	Rv1937	\N
1544	2194434	2194643	intergenic	\N	Rv1942c	Rv1941	\N
1545	2195934	2195988	intergenic	\N	Rv1945	Rv1944c	\N
1546	2197353	2197507	intergenic	\N	lppG	Rv1945	\N
1547	2197960	2198023	intergenic	\N	Rv1947	lppG	\N
1548	2198425	2198713	intergenic	\N	Rv1948c	Rv1947	\N
1549	2199064	2199074	intergenic	\N	Rv1949c	Rv1948c	\N
1550	2200486	2200725	intergenic	\N	Rv1952	Rv1951c	\N
1551	2202096	2202137	intergenic	\N	Rv1956	Rv1955	\N
1552	2203632	2203680	intergenic	\N	Rv1959c	Rv1958c	\N
1553	2204706	2204865	intergenic	\N	Rv1962c	Rv1961	\N
1554	2205273	2205581	intergenic	\N	mce3R	Rv1962c	\N
1555	2206802	2207699	intergenic	\N	yrbE3A	mce3R	\N
1556	2208497	2208506	intergenic	\N	yrbE3B	yrbE3A	\N
1557	2209322	2209326	intergenic	\N	mce3A	yrbE3B	\N
1558	2216570	2216591	intergenic	\N	Rv1972	mce3F	\N
1559	2217646	2217658	intergenic	\N	Rv1974	Rv1973	\N
1560	2218036	2218051	intergenic	\N	Rv1975	Rv1974	\N
1561	2218717	2218843	intergenic	\N	Rv1976c	Rv1975	\N
1562	2219251	2219753	intergenic	\N	Rv1977	Rv1976c	\N
1563	2220800	2220907	intergenic	\N	Rv1978	Rv1977	\N
1564	2223164	2223342	intergenic	\N	mpt64	Rv1979c	\N
1565	2224029	2224219	intergenic	\N	nrdF1	mpt64	\N
1566	2225188	2225412	intergenic	\N	Rv1982c	nrdF1	\N
1567	2225832	2226243	intergenic	\N	PE	Rv1982c	\N
1568	2228561	2228990	intergenic	\N	Rv1985c	cfp21	\N
1569	2229902	2230010	intergenic	\N	Rv1986	Rv1985c	\N
1570	2230610	2231025	intergenic	\N	Rv1987	Rv1986	\N
1571	2231454	2231679	intergenic	\N	Rv1988	Rv1987	\N
1572	2232219	2232738	intergenic	\N	Rv1989c	Rv1988	\N
1573	2233637	2233880	intergenic	\N	Rv1990A	Rv1990c	\N
1574	2234216	2234304	intergenic	\N	Rv1991c	Rv1990A	\N
1575	2234649	2234990	intergenic	\N	ctpG	Rv1991c	\N
1576	2237575	2237627	intergenic	\N	Rv1994c	Rv1993c	\N
1577	2237984	2238140	intergenic	\N	Rv1995	Rv1994c	\N
1578	2238908	2239003	intergenic	\N	Rv1996	Rv1995	\N
1579	2239957	2240158	intergenic	\N	ctpF	Rv1996	\N
1580	2242876	2242944	intergenic	\N	Rv1998c	ctpF	\N
1581	2243721	2243815	intergenic	\N	Rv1999c	Rv1998c	\N
1582	2245138	2245208	intergenic	\N	Rv2000	Rv1999c	\N
1583	2246822	2246831	intergenic	\N	Rv2001	Rv2000	\N
1584	2247584	2247659	intergenic	\N	fabG3	Rv2001	\N
1585	2248442	2248562	intergenic	\N	Rv2003c	fabG3	\N
1586	2249420	2249477	intergenic	\N	Rv2004c	Rv2003c	\N
1587	2250974	2250995	intergenic	\N	Rv2005c	Rv2004c	\N
1588	2251883	2252001	intergenic	\N	otsB1	Rv2005c	\N
1589	2255985	2256083	intergenic	\N	fdxA	otsB1	\N
1590	2256428	2256616	intergenic	\N	Rv2008c	fdxA	\N
1591	2257942	2258029	intergenic	\N	Rv2009	Rv2008c	\N
1592	2258671	2258853	intergenic	\N	Rv2011c	Rv2010	\N
1593	2259285	2259325	intergenic	\N	Rv2012	Rv2011c	\N
1594	2259820	2260664	intergenic	\N	Rv2013	Rv2012	\N
1595	2261688	2261815	intergenic	\N	Rv2015c	Rv2014	\N
1596	2263072	2263425	intergenic	\N	Rv2016	Rv2015c	\N
1597	2265038	2265279	intergenic	\N	Rv2018	Rv2017	\N
1598	2266405	2266420	intergenic	\N	Rv2020c	Rv2019	\N
1599	2266720	2266804	intergenic	\N	Rv2021c	Rv2020c	\N
1600	2267110	2267118	intergenic	\N	Rv2022c	Rv2021c	\N
1601	2267724	2267748	intergenic	\N	Rv2023c	Rv2022c	\N
1602	2268108	2268267	intergenic	\N	Rv2023A	Rv2023c	\N
1603	2270240	2270749	intergenic	\N	Rv2025c	Rv2024c	\N
1604	2271748	2271862	intergenic	\N	Rv2026c	Rv2025c	\N
1605	2272747	2272786	intergenic	\N	Rv2027c	Rv2026c	\N
1606	2274508	2274568	intergenic	\N	Rv2028c	Rv2027c	\N
1607	2276424	2276440	intergenic	\N	Rv2030c	pfkB	\N
1608	2278486	2278497	intergenic	\N	hspX	Rv2030c	\N
1609	2278932	2279128	intergenic	\N	acg	hspX	\N
1610	2280124	2280239	intergenic	\N	Rv2033c	acg	\N
1611	2281082	2281293	intergenic	\N	Rv2034	Rv2033c	\N
1612	2282740	2282746	intergenic	\N	Rv2037c	Rv2036	\N
1613	2283721	2283722	intergenic	\N	Rv2038c	Rv2037c	\N
1614	2284796	2284798	intergenic	\N	Rv2039c	Rv2038c	\N
1615	2287846	2287883	intergenic	\N	Rv2042c	Rv2041c	\N
1616	2289241	2289281	promoter	-	Rv2044c	pncA	promoter_pncA
1617	2289599	2289684	intergenic	\N	lipT	Rv2044c	\N
1618	2291220	2291268	intergenic	\N	lppI	lipT	\N
1619	2291925	2291961	intergenic	\N	Rv2047c	lppI	\N
1620	2294526	2294530	intergenic	\N	pks12	Rv2047c	\N
1621	2306986	2307292	intergenic	\N	Rv2049c	pks12	\N
1622	2307517	2307820	intergenic	\N	Rv2050	Rv2049c	\N
1623	2310755	2310912	intergenic	\N	Rv2052c	ppm1	\N
1624	2312517	2312521	intergenic	\N	Rv2053c	Rv2052c	\N
1625	2313049	2313124	intergenic	\N	Rv2054	Rv2053c	\N
1626	2313838	2314086	intergenic	\N	rpsR2	Rv2054	\N
1627	2314659	2314660	intergenic	\N	rpmG1	rpsN2	\N
1628	2315061	2315173	intergenic	\N	Rv2059	rpmB2	\N
1629	2317085	2317168	intergenic	\N	cobN	Rv2061c	\N
1630	2320753	2320830	intergenic	\N	Rv2063	cobN	\N
1631	2321064	2321450	intergenic	\N	cobG	Rv2063	\N
1632	2322542	2322551	intergenic	\N	cobH	cobG	\N
1633	2325870	2325885	intergenic	\N	blaC	Rv2067c	\N
1634	2326809	2326943	intergenic	\N	sigC	blaC	\N
1635	2330146	2330213	intergenic	\N	Rv2073c	cobL	\N
1636	2330963	2330992	intergenic	\N	Rv2074	Rv2073c	\N
1637	2331406	2331415	intergenic	\N	Rv2075c	Rv2074	\N
1638	2332879	2333036	intergenic	\N	Rv2076c	Rv2075c	\N
1639	2333288	2333322	intergenic	\N	Rv2077c	Rv2076c	\N
1640	2334594	2335058	intergenic	\N	Rv2078	Rv2077A	\N
1641	2337869	2338064	intergenic	\N	Rv2081c	lppJ	\N
1642	2338505	2338708	intergenic	\N	Rv2082	Rv2081c	\N
1643	2342944	2343026	intergenic	\N	Rv2085	Rv2084	\N
1644	2343916	2343993	intergenic	\N	Rv2087	Rv2086	\N
1645	2344224	2344410	intergenic	\N	pknJ	Rv2087	\N
1646	2346180	2346196	intergenic	\N	pepE	pknJ	\N
1647	2347324	2347372	intergenic	\N	Rv2090	pepE	\N
1648	2348554	2348557	intergenic	\N	Rv2091c	Rv2090	\N
1649	2349292	2349333	intergenic	\N	helY	Rv2091c	\N
1650	2352054	2352102	intergenic	\N	tatC	helY	\N
1651	2353029	2353045	intergenic	\N	tatA	tatC	\N
1652	2353297	2353364	intergenic	\N	Rv2095c	tatA	\N
1653	2355310	2355318	intergenic	\N	Rv2097c	Rv2096c	\N
1654	2356677	2356728	intergenic	\N	PE	Rv2097c	\N
1655	2358206	2358388	intergenic	\N	Rv2100	Rv2099c	\N
1656	2360041	2360239	intergenic	\N	helZ	Rv2100	\N
1657	2363281	2363390	intergenic	\N	Rv2102	helZ	\N
1658	2364520	2364526	intergenic	\N	Rv2104c	Rv2103c	\N
1659	2364781	2365464	intergenic	\N	Rv2105	Rv2104c	\N
1660	2366726	2367358	intergenic	\N	PE22	Rv2106	\N
1661	2367655	2367710	intergenic	\N	PPE36	PE22	\N
1662	2368442	2368982	intergenic	\N	prcA	PPE36	\N
1663	2370792	2370904	intergenic	\N	Rv2112c	Rv2111c	\N
1664	2372569	2372629	intergenic	\N	Rv2113	Rv2112c	\N
1665	2373823	2373833	intergenic	\N	Rv2114	Rv2113	\N
1666	2374457	2374460	intergenic	\N	Rv2115c	Rv2114	\N
1667	2376290	2376570	intergenic	\N	lppK	Rv2115c	\N
1668	2377140	2377147	intergenic	\N	Rv2117	lppK	\N
1669	2377441	2377469	intergenic	\N	Rv2118c	Rv2117	\N
1670	2378312	2378385	intergenic	\N	Rv2119	Rv2118c	\N
1671	2379222	2379244	intergenic	\N	Rv2120c	Rv2119	\N
1672	2379727	2379805	intergenic	\N	hisG	Rv2120c	\N
1673	2380660	2380662	intergenic	\N	hisE	hisG	\N
1674	2380944	2381070	intergenic	\N	PPE37	hisE	\N
1675	2386067	2386292	intergenic	\N	Rv2125	metH	\N
1676	2387171	2387201	intergenic	\N	PE	Rv2125	\N
1677	2387972	2388615	intergenic	\N	ansP1	PE	\N
1678	2390288	2390307	intergenic	\N	Rv2129c	Rv2128	\N
1679	2391189	2391214	intergenic	\N	cysS	Rv2129c	\N
1680	2392459	2392516	intergenic	\N	cysQ	cysS	\N
1681	2393320	2393410	intergenic	\N	Rv2132	cysQ	\N
1682	2393641	2393850	intergenic	\N	Rv2133c	Rv2132	\N
1683	2394639	2394649	intergenic	\N	Rv2134c	Rv2133c	\N
1684	2395237	2395300	intergenic	\N	Rv2135c	Rv2134c	\N
1685	2396838	2396901	intergenic	\N	Rv2137c	uppP	\N
1686	2397315	2397329	intergenic	\N	lppL	Rv2137c	\N
1687	2398406	2398719	intergenic	\N	pyrD	lppL	\N
1688	2399793	2399797	intergenic	\N	TB18.6	pyrD	\N
1689	2400328	2400375	intergenic	\N	Rv2141c	TB18.6	\N
1690	2401722	2401986	intergenic	\N	Rvnt22	Rv2141c	\N
1691	2402072	2402192	intergenic	\N	Rv2142c	Rvnt22	\N
1692	2402510	2402976	intergenic	\N	Rv2143	Rv2142c	\N
1693	2404035	2404164	intergenic	\N	Rv2144c	Rv2143	\N
1694	2404521	2404615	intergenic	\N	wag31	Rv2144c	\N
1695	2405398	2405665	intergenic	\N	Rv2146c	wag31	\N
1696	2405956	2406117	intergenic	\N	Rv2147c	Rv2146c	\N
1697	2407616	2407621	intergenic	\N	yfiH	Rv2148c	\N
1698	2408374	2408384	intergenic	\N	ftsZ	yfiH	\N
1699	2409524	2409696	intergenic	\N	ftsQ	ftsZ	\N
1700	2414922	2414933	intergenic	\N	murD	ftsW	\N
1701	2416394	2416395	intergenic	\N	murX	murD	\N
1702	2420608	2420630	intergenic	\N	Rv2159c	murE	\N
1703	2423137	2423239	intergenic	\N	PE	Rv2161c	\N
1704	2424838	2425047	intergenic	\N	pbpB	PE	\N
1705	2429425	2429426	intergenic	\N	Rv2166c	mraW	\N
1706	2429858	2430158	intergenic	\N	Rv2167c	Rv2166c	\N
1707	2431420	2431564	intergenic	\N	Rv2169c	Rv2168c	\N
1708	2431969	2432234	intergenic	\N	Rv2170	Rv2169c	\N
1709	2432855	2432950	intergenic	\N	lppM	Rv2170	\N
1710	2434536	2434846	intergenic	\N	idsA2	Rv2172c	\N
1711	2435905	2435908	intergenic	\N	Rv2174	idsA2	\N
1712	2437886	2437940	intergenic	\N	pknL	Rv2175c	\N
1713	2439140	2439281	intergenic	\N	Rv2177c	pknL	\N
1714	2439947	2440331	intergenic	\N	aroG	Rv2177c	\N
1715	2441720	2441810	intergenic	\N	Rv2179c	aroG	\N
1716	2442317	2442326	intergenic	\N	Rv2180c	Rv2179c	\N
1717	2443214	2443301	intergenic	\N	Rv2181	Rv2180c	\N
1718	2445329	2445414	intergenic	\N	Rv2183c	Rv2182c	\N
1719	2446946	2447065	intergenic	\N	TB16.3	Rv2184c	\N
1720	2447500	2447604	intergenic	\N	Rv2186c	TB16.3	\N
1721	2447994	2448159	intergenic	\N	fadD15	Rv2186c	\N
1722	2449962	2449992	intergenic	\N	Rv2188c	fadD15	\N
1723	2451150	2451246	intergenic	\N	Rv2189c	Rv2188c	\N
1724	2452020	2452114	intergenic	\N	Rv2190c	Rv2189c	\N
1725	2453272	2453818	intergenic	\N	Rv2191	Rv2190c	\N
1726	2456743	2456900	intergenic	\N	ctaE	trpD	\N
1727	2457512	2457552	intergenic	\N	qcrC	ctaE	\N
1728	2461327	2461503	intergenic	\N	Rv2197c	qcrB	\N
1729	2463047	2463232	intergenic	\N	Rv2199c	mmpS3	\N
1730	2463652	2463659	intergenic	\N	ctaC	Rv2199c	\N
1731	2464751	2464996	intergenic	\N	asnB	ctaC	\N
1732	2466955	2467052	intergenic	\N	cbhK	asnB	\N
1733	2468027	2468230	intergenic	\N	Rv2203	cbhK	\N
1734	2468923	2468930	intergenic	\N	Rv2204c	Rv2203	\N
1735	2469287	2469386	intergenic	\N	Rv2205c	Rv2204c	\N
1736	2470463	2470621	intergenic	\N	Rv2206	Rv2205c	\N
1737	2471332	2471410	intergenic	\N	cobT	Rv2206	\N
1738	2473242	2473399	intergenic	\N	Rv2209	cobS	\N
1739	2475970	2476041	intergenic	\N	gcvT	ilvE	\N
1740	2477181	2477189	intergenic	\N	Rv2212	gcvT	\N
1741	2478326	2478337	intergenic	\N	pepB	Rv2212	\N
1742	2479885	2479922	intergenic	\N	ephD	pepB	\N
1743	2481701	2481964	intergenic	\N	dlaT	ephD	\N
1744	2484531	2484583	intergenic	\N	lipB	Rv2216	\N
1745	2486208	2486234	intergenic	\N	Rv2219	lipA	\N
1746	2486987	2486993	intergenic	\N	Rv2219A	Rv2219	\N
1747	2487416	2487614	intergenic	\N	glnA1	Rv2219A	\N
1748	2489051	2489368	intergenic	\N	glnE	glnA1	\N
1749	2492353	2492401	intergenic	\N	glnA2	glnE	\N
1750	2493742	2493836	intergenic	\N	Rv2223c	glnA2	\N
